BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
0913205F0BBAKAA,PKU express plus20 powder 34g sachets raspberry,Powder 20g protein equivalent (0913205)
0913261I0BEAAAF,Meta Healthcare low protein chicken substitute,Specialist food replacer meat/fish (0913261)
0913261I0BEABAG,Meta Healthcare low protein meat substitute,Specialist food replacer meat/fish (0913261)
0913311L0BBACAA,Fresubin Powder Extra oral powder 62g sachets strawberry,Powder 1.6 kcal/ml milkshake (0913311)
0913461H0BBAEAY,Barkat gluten free par baked rolls,Specialist food replacer OTC/disc rolls/baguettes (0913461)
0913531B0BDAAAC,Optibac Every Day Max capsules,Capsules delisted probiotic (0913531)
1104020AEBFAAAK,Vevizye 1mg/ml eye drops,Ciclosporin (Eye Anti Inflammatory)
1304000Y0BCAAAA,Ovixan 1mg/g cream,Mometasone furoate
1404000AZBBAAAA,ProQuad vacc inj 0.5ml pre-filled syringes,"Measles, mumps, rubella and varicella vaccine"
20020201224,Emwrap bandage 10cm x 4.5m,Arm Sling/Bandages
20033000365,Emfilm Plus dressing 10cm x 30cm,Wound Management & Other Dressings
20033000366,Emfilm S dressing 5cm x 7cm,Wound Management & Other Dressings
20033000465,Clarity Care Silicone Foam Border Lite dressing 5cm x 12.5cm,Wound Management & Other Dressings
20033000590,kliniderm Foam Silicone Border Flexible dressing 7.5cm x 7.5cm,Wound Management & Other Dressings
20033000591,kliniderm Foam Silicone Border Flexible dressing 10cm x 10cm,Wound Management & Other Dressings
20033000592,kliniderm Foam Silicone Border Flexible dressing 12.5cm x 12.5cm,Wound Management & Other Dressings
20033000593,kliniderm Foam Silicone Border Flexible dressing 15cm x 15cm,Wound Management & Other Dressings
20050600320,Provox Life LaryButton 18mm length 12mm,Tracheostomy & Laryngectomy Appliances
20050600324,Tracoe Purofoam-T tracheostomy dressing large 8cm x 8cm,Tracheostomy & Laryngectomy Appliances
20050600325,Tracoe Purofoam-T tracheostomy dressing small 5cm x 6.5cm,Tracheostomy & Laryngectomy Appliances
21011300157,buddy limb protector amputee above joint aperture size 70mm,Other Appliances
21012600268,"Balance gellhorn pessary size 2, 51mm diameter, silicone, standard stem",Other Appliances
21012600269,"Balance gellhorn pessary size 3, 57mm diameter, silicone, standard stem",Other Appliances
21012600271,"Balance gellhorn pessary size 5, 70mm diameter, silicone, standard stem",Other Appliances
21012600273,"Balance gellhorn pessary size 7, 83mm diameter, silicone, standard stem",Other Appliances
21012600276,"Balance gellhorn pessary size 0, 38mm diameter, silicone, short stem",Other Appliances
21012600277,"Balance gellhorn pessary size 1, 45mm diameter, silicone, short stem",Other Appliances
21012600280,"Balance gellhorn pessary size 4, 64mm diameter, silicone, short stem",Other Appliances
21012600281,"Balance gellhorn pessary size 5, 70mm diameter, silicone, short stem",Other Appliances
21012600286,VentiChamber,Other Appliances
21020001619,ReadyCath Flex hydrophilic catheter female 10Ch-14Ch,Catheters
21270003134,Juzo SleepCompress thigh length,Lymphoedema Garments
21270003156,Jobst FarrowWrap liner below knee,Lymphoedema Garments
21330000112,Asept 1000ml low vacuum drainage kit,Indwelling Pleural Cath Drain System
21410000138,Mepi Debripad pad 13cm circular,Debridement Device
21480000114,Accu-Chek SmartGuide Sensor,Detection Sensor Interstitial Fluid/Gluc
22853958522,ProFem incontinence dish with support knob vaginal insert for female stress incontinence size 5,Insert For Female Stress Incont
23056500506,Ally wafer extender,Adhesive Discs/Rings/Pads/Plasters
23156501520,Trinity Gold Sting Free adhesive remover wipes,Adhesive Removers (Sprays/Liquids/Wipes)
23156501521,Trinity Gold Sting Free adhesive remover spray,Adhesive Removers (Sprays/Liquids/Wipes)
23355903796,"SenSura Mio soft convex colostomy bag with filter, maxi 31mm black",Colostomy Bags
23806558013,WoundShield skin barrier wipes,Skin Fillers And Protectives
23806558014,Trinity Gold Sting Free skin barrier spray,Skin Fillers And Protectives
23806558018,CliniShield Advance 360 Foam & Spray skin cleanser,Skin Fillers And Protectives
23806558019,Ally paste,Skin Fillers And Protectives
23858588561,Ally ring 48mm x 3mm,Skin Protectors
23945909662,"SenSura Mio Flex two piece ostomy system ileostomy bag with filter, midi 35mm black",Two Piece Ostomy Systems
